001_NAB_id_1_Facility_tr_1007_1st_2014.csv,{'AUC-PR': 0.1348803480783176, 'AUC-ROC': 0.6010744130521289, 'VUS-PR': 0.378849608559003, 'VUS-ROC': 0.7335724721982552, 'Standard-F1': 0.2666616889818057, 'PA-F1': 0.7, 'Event-based-F1': 0.39999999999999963, 'R-based-F1': 0.21772809981804006, 'Affiliation-F': 0.740518265567242}
002_NAB_id_2_WebService_tr_1500_1st_4106.csv,{'AUC-PR': 0.10577330508474575, 'AUC-ROC': 0.4702055608365019, 'VUS-PR': 0.17407516052657063, 'VUS-ROC': 0.5192160319619318, 'Standard-F1': 0.19571688879259344, 'PA-F1': 0.6956521739130435, 'Event-based-F1': 0.096774193548387, 'R-based-F1': 0.03830645161290322, 'Affiliation-F': 0.603916660338773}
003_NAB_id_3_WebService_tr_1362_1st_1462.csv,{'AUC-PR': 0.09995878023080551, 'AUC-ROC': 0.5132510254043056, 'VUS-PR': 0.18350359607070954, 'VUS-ROC': 0.5751774929969196, 'Standard-F1': 0.17697930063980447, 'PA-F1': 0.6876404494382022, 'Event-based-F1': 0.21468926553672296, 'R-based-F1': 0.14425306355975126, 'Affiliation-F': 0.6748630273025517}
004_NAB_id_4_Facility_tr_1007_1st_1437.csv,{'AUC-PR': 0.1741529187817259, 'AUC-ROC': 0.624364406779661, 'VUS-PR': 0.3848965118384858, 'VUS-ROC': 0.7346481265542474, 'Standard-F1': 0.32499500007692195, 'PA-F1': 0.7476635514018691, 'Event-based-F1': 0.49056603773584867, 'R-based-F1': 0.25637491385251554, 'Affiliation-F': 0.8607748173455013}
005_NAB_id_5_Traffic_tr_594_1st_1645.csv,{'AUC-PR': 0.11670480549199083, 'AUC-ROC': 0.5367647058823529, 'VUS-PR': 0.3127089560566989, 'VUS-ROC': 0.6559779195683744, 'Standard-F1': 0.19047446713577354, 'PA-F1': 0.7164179104477612, 'Event-based-F1': 0.29629629629629606, 'R-based-F1': 0.14545454545454545, 'Affiliation-F': 0.6936123021701784}
006_NAB_id_6_Traffic_tr_2579_1st_5839.csv,{'AUC-PR': 0.10142497997214268, 'AUC-ROC': 0.5033436512883357, 'VUS-PR': 0.2699809841877992, 'VUS-ROC': 0.6214063953299951, 'Standard-F1': 0.18310944766350654, 'PA-F1': 0.5971223021582733, 'Event-based-F1': 0.18843683083511756, 'R-based-F1': 0.14256452273658335, 'Affiliation-F': 0.6388955101389202}
007_NAB_id_7_Traffic_tr_624_1st_2087.csv,{'AUC-PR': 0.10666666666666667, 'AUC-ROC': 0.5111627906976745, 'VUS-PR': 0.25560610531096556, 'VUS-ROC': 0.6072443205082507, 'Standard-F1': 0.18867753650532976, 'PA-F1': 0.704225352112676, 'Event-based-F1': 0.22222222222222202, 'R-based-F1': 0.1913312693498452, 'Affiliation-F': 0.7030810712416695}
008_NAB_id_8_Synthetic_tr_1007_1st_2734.csv,{'AUC-PR': 0.1741529187817259, 'AUC-ROC': 0.624364406779661, 'VUS-PR': 0.3007874679338735, 'VUS-ROC': 0.6913794365108799, 'Standard-F1': 0.32499500007692195, 'PA-F1': 0.7476635514018691, 'Event-based-F1': 0.49056603773584867, 'R-based-F1': 0.23366834170854273, 'Affiliation-F': 0.7904259455770922}
009_NAB_id_9_Traffic_tr_500_1st_438.csv,{'AUC-PR': 0.13623815797728842, 'AUC-ROC': 0.5703931203931204, 'VUS-PR': 0.3856311736259143, 'VUS-ROC': 0.7144855661363946, 'Standard-F1': 0.23255314234642957, 'PA-F1': 0.7333333333333333, 'Event-based-F1': 0.38461538461538425, 'R-based-F1': 0.20330969267139481, 'Affiliation-F': 0.7949584204075005}
010_NAB_id_10_WebService_tr_500_1st_271.csv,{'AUC-PR': 0.19365079365079363, 'AUC-ROC': 0.5676691729323308, 'VUS-PR': 0.809371200075695, 'VUS-ROC': 0.8893063316341382, 'Standard-F1': 0.2692284393692747, 'PA-F1': 0.8235294117647058, 'Event-based-F1': 0.4999999999999996, 'R-based-F1': 0.3522012578616352, 'Affiliation-F': 0.7772459019222899}
